Author,Genre,Pages,Score,Title,Year
David Ray Griffin,Nonfiction,346,3.89,9/11 Contradictions: An Open Letter to Congress and the Press,2008
Jason M. Hough,"Science Fiction,Apocalyptic,Post Apocalyptic,Fiction,Science Fiction,Dystopia,Science Fiction,Aliens",472,3.68,The Darwin Elevator,2013
John     Fitzgerald,Poetry,83,4.29,Spring Water,2005
John Scalzi,"Science Fiction,Fiction",335,3.74,Zoe's Tale,2008
Tamora Pierce,"Fantasy,Young Adult,Fiction,Young Adult,Young Adult Fantasy",400,4.28,Squire,2007
Chimamanda Ngozi Adichie,"Nonfiction,Feminism,Writing,Essays,Audiobook",63,4.53,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",2017
Erez Aharoni,"Mystery,Adventure",208,3.95,The Eagle's Secret,2014
Dan Ariely,"Nonfiction,Psychology,Economics,Business,Science,Self Help",400,4.13,Predictably Irrational: The Hidden Forces That Shape Our Decisions,2008
Eoin Colfer,"Young Adult,Fantasy,Science Fiction,Steampunk,Historical,Historical Fiction,Adventure,Fiction",424,4.14,Airman,2008
Lalita Tademy,"Historical,Historical Fiction,Fiction,Historical",522,4.06,Cane River,2002
Tiffany McDaniel,"Fiction,Magical Realism,Contemporary,Literary Fiction,Adult",310,3.94,The Summer that Melted Everything,2016
Ken Follett,"Historical,Historical Fiction,Fiction,Historical",940,4.33,Winter of the World,2012
Cynthia Hand,"Young Adult,Fantasy,Paranormal,Angels,Fantasy,Paranormal,Romance",435,4.03,Unearthly,2011
Conn Iggulden,"Historical,Historical Fiction,Fiction,Historical,Cultural,Asia,Fantasy,War,Adventure,Audiobook,War,Military Fiction,Action",528,4.37,Genghis: Birth of an Empire,2008
Chris-Jean Clarke,"Short Stories,Humor,Comedy",66,4.75,Speedy Reads,2015
Alexei Maxim Russell,"Cultural,Japan,Nonfiction,Philosophy,Combat,Martial Arts,Spirituality,Sequential Art,Manga",86,3.84,Instruction Manual for the 21st Century Samurai,2013
Gene Luen Yang,"Sequential Art,Graphic Novels,Young Adult,Sequential Art,Comics,Fiction,Fantasy",240,3.88,American Born Chinese,2006
Alexei Maxim Russell,Mystery,304,4.38,Trueman Bradley - Aspie Detective,2011
Neil Gaiman,"Sequential Art,Comics,Sequential Art,Graphic Novels,Fantasy,Fiction,Superheroes,Marvel,Historical,Historical Fiction",248,3.94,Marvel 1602,2006
Julie Rollins,"Christian,Christian Fiction",232,4.32,Blackwell's Wrath,2007
Gabriel García Márquez,"Fiction,Classics,Literature,Romance,Magical Realism,Novels,Cultural,Latin American,European Literature,Spanish Literature,Literature,Latin American Literature,Nobel Prize",115,3.6,Memories of My Melancholy Whores,2006
Stephen King,"Fantasy,Fiction,Horror,Science Fiction",931,4.18,Wolves of the Calla,2006
Sarah J. Maas,"Fantasy,Romance,Young Adult,New Adult",626,4.65,A Court of Mist and Fury,2016
Philip Sington,"Historical,Historical Fiction,Fiction,Cultural,Germany,Mystery",298,3.83,The Valley of Unknowing,2012
Robert A. Caro,"Biography,History,Politics,Nonfiction,Politics,Presidents,North American Hi...,American History",1167,4.42,Master of the Senate,2003
Aldrin Mathew,Nonfiction,202,4.8,"TIME TRAVEL EXPERIENCES: In a Sense, we all are Time Travelers! We are surviving each and every Active Time-Point in this Timeline.......",2017
B.M.B. Johnson,"Fantasy,Young Adult,Fantasy,Paranormal,Science Fiction",312,4.54,Melody Jackson and the House on Lafayette Street,2014
Robert Galbraith,"Mystery,Fiction,Mystery,Crime,Thriller",456,3.86,The Cuckoo's Calling,2013
Catherine Anderson,"Romance,Historical,Romance,Historical Romance,Westerns,Romance,Western Romance",432,4.16,Walking On Air,2014
Richard Belzer,"Nonfiction,Crime,True Crime,History,Mystery,Crime,Politics",336,3.61,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,2012
Gail Carriger,"Science Fiction,Steampunk,Fantasy,Romance,Fantasy,Paranormal,Paranormal,Vampires,Fantasy,Urban Fantasy,Fiction",357,3.9,Soulless,2009
Helene Wecker,"Fantasy,Historical,Historical Fiction,Fiction,Historical,Magical Realism",486,4.11,The Golem and the Jinni,2013
Alison Bechdel,"Sequential Art,Graphic Novels,Sequential Art,Comics,Autobiography,Memoir,Nonfiction,LGBT",232,4.09,Fun Home: A Family Tragicomic,2007
Shannon Hale,"Fantasy,Young Adult,Fiction,Childrens,Middle Grade,Childrens,Romance,Fantasy,Fairy Tales,Adventure,Young Adult,Young Adult Fantasy,Childrens,Juvenile",314,4.02,Princess Academy,2007
Terry Hayes,"Thriller,Fiction,Mystery,Mystery,Crime,Thriller,Mystery Thriller",612,4.26,I Am Pilgrim,2014
Scott Westerfeld,"Science Fiction,Steampunk,Young Adult,Fantasy,Science Fiction,Historical,Historical Fiction,Fiction",440,3.92,Leviathan,2009
Jodi Picoult,"Fiction,Contemporary,Womens Fiction,Chick Lit,Adult Fiction",453,3.98,Handle with Care,2009
John Elder Robison,"Nonfiction,Autobiography,Memoir,Biography,Psychology",304,3.92,Look Me in the Eye: My Life with Asperger's,2007
Jim Butcher,"Fantasy,Urban Fantasy,Fantasy,Fiction,Mystery,Fantasy,Paranormal,Fantasy,Magic,Paranormal,Vampires,Audiobook,Fantasy,Supernatural,Science Fiction Fantasy",438,4.48,Changes,2010
Lorna Landvik,"Fiction,Womens Fiction,Chick Lit,Book Club",512,3.8,Angry Housewives Eating Bon Bons,2005
Sarah Dessen,"Young Adult,Romance,Contemporary,Fiction",432,4.01,Lock and Key,2008
Claire North,"Science Fiction,Fiction,Fantasy,Science Fiction,Time Travel",417,4.04,The First Fifteen Lives of Harry August,2014
Patricia Briggs,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Shapeshifters,Werewolves",294,4.12,Cry Wolf,2008
J.R.R. Tolkien,"Fantasy,Fiction,Classics",313,3.97,The Children of Húrin,2007
J.M. Coetzee,"Fiction,Novels,Cultural,Africa,Literature,Contemporary",231,3.61,Diary of a Bad Year,2008
Sarah Addison Allen,"Fiction,Magical Realism,Fantasy,Romance,Womens Fiction,Chick Lit,Contemporary",269,3.97,The Girl Who Chased the Moon,2010
Ann Patchett,"Fiction,Contemporary,Book Club,Literary Fiction,Adult Fiction",353,3.87,State of Wonder,2011
C.J. Sansom,"Historical,Historical Fiction,Mystery,Historical,Fiction,Mystery,Crime,Mystery,Historical Mystery",501,4.27,Dark Fire,2005
Joseph Boyden,"Historical,Historical Fiction,Fiction,Cultural,Canada,War,Historical",384,4.31,Three Day Road,2006
Alexei Maxim Russell,"Fantasy,Young Adult,Science Fiction,Dystopia,Science Fiction Fantasy,Fiction",358,4.07,Why Not-World,2013
Isabel Wilkerson,"History,Nonfiction,Race,North American Hi...,American History,Cultural,African American,Historical,Biography,Audiobook,Sociology,Social Movements,Social Justice",622,4.37,The Warmth of Other Suns: The Epic Story of America's Great Migration,2010
Philippa Gregory,"Historical,Historical Fiction,Fiction,Historical,Romance",490,3.86,The Queen's Fool,2004
E. Lockhart,"Young Adult,Contemporary,Mystery,Fiction,Romance",242,3.84,We Were Liars,2014
Cristiane Serruya,"Romance,Contemporary,Adult Fiction,Erotica",558,4,Trust: Betrayed,2013
Kiera Cass,"Young Adult,Romance,Science Fiction,Dystopia,Fantasy",336,4.02,The Elite,2013
Julie Rollins,"Christian Fiction,Christian",240,4.42,Vashua's Messenger,2005
Ki Longfellow,"Adventure,Survival,Adventure,Fiction,Literature",254,4.33,Walks Away Woman,2013
Kelley Armstrong,"Young Adult,Fantasy,Paranormal,Fantasy,Fantasy,Urban Fantasy,Romance",359,4.03,The Gathering,2011
Patricia Briggs,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Paranormal,Vampires,Shapeshifters,Werewolves,Romance,Romance,Paranormal Romance",292,4.31,Blood Bound,2007
Clive Blake,"Fiction,Poetry,Art,Photography,Language,Writing",112,4.05,View Points and Points of View: A 'Phoetry Book' from Cornwall,2009
Lilian Roberts,"Romance,Fantasy,Paranormal,Fantasy,Magic,Fantasy,Young Adult,Adventure,Fiction",327,3.71,Arielle: Immortal Awakening,2012
Ann Patchett,"Autobiography,Memoir,Nonfiction,Biography",257,3.95,Truth and Beauty,2005
Mark Dunn,"Fiction,Humor,Young Adult,Fantasy",208,3.85,Ella Minnow Pea: A Novel in Letters,2002
Nicholas Sparks,"Romance,Fiction,Womens Fiction,Chick Lit,Contemporary",326,4.12,The Lucky One,2009
J.R. Ward,"Romance,Fantasy,Paranormal,Paranormal,Vampires,Romance,Paranormal Romance,Fantasy",464,4.35,Lover Eternal,2006
Julie Orringer,"Historical,Historical Fiction,Fiction,War,World War II,World War II,Holocaust,Historical,War",28,4.19,The Invisible Bridge,2010
Colleen Hoover,"Romance,New Adult,Young Adult,Contemporary",410,4.3,Hopeless,2012
Ron Chernow,"History,Biography,Nonfiction,North American Hi...,American History,Politics",818,4.23,Alexander Hamilton,2005
Paolo Giordano,"Fiction,Contemporary,European Literature,Italian Literature,Romance,Cultural,Italy",271,3.6,The Solitude of Prime Numbers,2010
David Foster Wallace,"Fiction,Novels,Contemporary,Literature,Literary Fiction",548,3.95,The Pale King,2011
James Patterson,"Young Adult,Fantasy,Science Fiction",445,4.08,The Angel Experiment,2006
Jo Nesbø,"Mystery,Mystery,Crime,Fiction,Thriller,Thriller,Mystery Thriller,European Literature,Scandinavian Literature,Suspense,Mystery,Detective,Audiobook,Scandinavian Lite...,Nordic Noir",383,4.01,The Snowman,2011
Katherine Howe,"Historical,Historical Fiction,Fiction,Fantasy,Mystery,Historical,Paranormal,Witches",371,3.71,The Physick Book of Deliverance Dane,2009
China Miéville,"Science Fiction,Fiction,Fantasy",345,3.88,Embassytown,2011
Jeff VanderMeer,"Science Fiction,Fiction,Horror,Fantasy,Mystery",195,3.69,Annihilation,2014
Nathan  Hill,"Fiction,Historical,Historical Fiction,Literary Fiction,Audiobook",640,4.09,The Nix,2016
Stephen King,"Horror,Fiction,Fantasy",513,3.68,Lisey's Story,2006
Kiran Desai,"Fiction,Cultural,India,Historical,Historical Fiction",357,3.43,The Inheritance of Loss,2005
Lisa See,"Historical,Historical Fiction,Fiction,Cultural,China,Historical,Romance,Cultural,Asia",273,3.6,Peony in Love,2007
Christopher Paolini,"Fantasy,Young Adult,Fantasy,Dragons,Fiction",849,4.1,Inheritance,2011
Todd Burpo,"Nonfiction,Christian,Religion,Inspirational,Spirituality,Autobiography,Memoir,Biography,Religion,Faith,Religion,Christianity,Christian,Christian Non Fiction",162,4.02,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2010
Matthew Quick,"Fiction,Contemporary,Romance,Adult,Health,Mental Health",289,4,The Silver Linings Playbook,2012
Kristin Cashore,"Fantasy,Young Adult,Romance,Fiction",480,4.11,Fire,2009
Gabrielle Zevin,"Fiction,Contemporary,Writing,Books About Books,Adult,Adult Fiction",260,3.99,The Storied Life of A.J. Fikry,2014
Andrea Levy,"Fiction,Historical,Historical Fiction,Historical",441,3.95,Small Island,2005
Rick Warren,"Christian,Nonfiction,Religion,Self Help,Spirituality,Religion,Christianity",334,3.93,The Purpose Driven Life: What on Earth Am I Here for?,2007
Gayle Forman,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Music,New Adult,Young Adult,Teen,Audiobook,Young Adult,Young Adult Contemporary",297,4.03,Where She Went,2011
Kelley Armstrong,"Young Adult,Fantasy,Fantasy,Paranormal,Fantasy,Urban Fantasy,Fantasy,Supernatural",360,4.15,The Awakening,2009
Chris Bohjalian,"Historical,Historical Fiction,Fiction,War,World War II,World War II,Holocaust,War,Historical",372,4,Skeletons at the Feast,2008
Daniel Mendelsohn,"Nonfiction,History,World War II,Holocaust,Autobiography,Memoir,War,World War II,Biography",512,4.08,The Lost: A Search for Six of Six Million,2006
Michael Scott,"Fantasy,Young Adult,Fiction,Fantasy,Magic",390,3.85,The Alchemyst,2010
Stephen King,"Horror,Fiction,Thriller,Fantasy",531,4.12,Doctor Sleep,2013
Terry Pratchett,"Fantasy,Fiction,Humor",439,4.32,Thud!,2006
Lauren Oliver,"Young Adult,Science Fiction,Dystopia,Romance",375,4.05,Pandemonium,2012
Bill Buford,"Food and Drink,Food,Nonfiction,Autobiography,Memoir,Food and Drink,Cooking,Biography",336,3.9,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",2006
Leigh Bardugo,"Fantasy,Young Adult,Romance",358,4.02,Shadow and Bone,2012
Siri Hustvedt,"Fiction,Contemporary,Art",370,4.06,What I Loved,2003
James Patterson,"Mystery,Fiction,Mystery,Crime,Thriller,Suspense",424,4.08,1st to Die,2005
Marjane Satrapi,"Sequential Art,Graphic Novels,Nonfiction,Sequential Art,Comics,Autobiography,Memoir,Biography",187,4.24,Persepolis 2: The Story of a Return,2005
Tina Fey,"Nonfiction,Autobiography,Memoir,Humor,Biography,Audiobook",283,3.96,Bossypants,2011
Ashok  Kallarakkal,"Short Stories,Cultural,India",148,3.71,Curiosity kills the KatHA,2012
Tana French,"Mystery,Fiction,Mystery,Crime,Thriller,Thriller,Mystery Thriller",466,4.06,The Likeness,2008
Deepak Chaswal,Poetry,80,4.6,Meeting With Christ and Other Poems,2013
Chris Titus,"Fiction,Mystery,Thriller,Thriller,Mystery Thriller,Religion,Medical,Contemporary",278,3.48,The God Complex,2011
Chelsea Handler,"Humor,Nonfiction,Autobiography,Memoir,Humor,Comedy,Biography",264,3.85,"Are You There, Vodka? It's Me, Chelsea",2007
Michelle Hodkin,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Mystery,Fiction,Fantasy,Supernatural,Horror,Contemporary,Romance,Paranormal Romance",456,4.06,The Unbecoming of Mara Dyer,2011
Antonia Fraser,"History,Biography,Nonfiction,Cultural,France,Historical",512,3.93,Marie Antoinette: The Journey,2006
Angie Thomas,"Young Adult,Fiction,Contemporary",464,4.51,The Hate U Give,2017
Colson Whitehead,"Historical,Historical Fiction,Fiction,Historical,Audiobook",306,4.02,The Underground Railroad,2016
Karen Joy Fowler,"Fiction,Contemporary,Literary Fiction",310,3.72,We Are All Completely Beside Ourselves,2013
David Foster Wallace,"Short Stories,Fiction,Literature,Literature,American",329,4.07,Oblivion,2005
Salvador Plascencia,"Fiction,Magical Realism,Fantasy,Novels",256,4.09,The People of Paper,2006
Tom Rob Smith,"Fiction,Historical,Historical Fiction,Mystery,Thriller,Mystery,Crime",509,4.09,Child 44,2009
Alyson Noel,"Young Adult,Fantasy,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction,Fantasy,Magic,Fantasy,Urban Fantasy,Young Adult,Teen",339,3.66,Shadowland,2009
Ilona Andrews,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Paranormal,Vampires,Fantasy,Magic,Romance",261,4.07,Magic Bites,2007
Tom Franklin,"Mystery,Fiction,Mystery,Crime,American,Southern,Thriller,Mystery Thriller",274,3.83,"Crooked Letter, Crooked Letter",2010
J.M. Coetzee,"Fiction,Cultural,Africa,Southern Africa,South Africa",176,3.79,Youth,2003
Terry Pratchett,"Fantasy,Fiction,Humor",496,4.21,Monstrous Regiment,2003
Brandon Sanderson,"Fantasy,Fiction,Fantasy,Epic Fantasy,Fantasy,High Fantasy,Fantasy,Magic,Science Fiction Fantasy,Adult,Audiobook,Adventure,Epic",572,4.49,The Hero of Ages,2008
Sharon M. Draper,"Realistic Fiction,Young Adult,Fiction,Childrens,Middle Grade,Contemporary,Childrens",295,4.38,Out of My Mind,2010
Erin Hunter,"Fantasy,Animals,Young Adult,Fiction",288,4.3,Into the Wild,2004
Tahereh Mafi,"Young Adult,Science Fiction,Dystopia,Fantasy,Romance,Science Fiction,Fantasy,Paranormal,Fiction,Fantasy,Supernatural,Apocalyptic,Post Apocalyptic,Audiobook",338,3.96,Shatter Me,2011
Scott McElhaney,Science Fiction,425,3.94,Colonization,2015
Haruki Murakami,"Fiction,Fantasy,Cultural,Japan,Asian Literature,Japanese Literature,Magical Realism",554,4,1Q84,2009
Terry Pratchett,"Fantasy,Young Adult,Fiction,Humor",349,4.35,I Shall Wear Midnight,2010
Andrea Cremer,"Young Adult,Fantasy,Fantasy,Paranormal,Shapeshifters,Werewolves,Romance",452,4.03,Nightshade,2010
Luis Alberto Urrea,"Historical,Historical Fiction,Fiction,Magical Realism,Historical",528,4.18,The Hummingbird's Daughter,2006
Jim  Dwyer,"Nonfiction,History,North American Hi...,American History",322,4.26,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,2005
Cornelia Funke,"Fantasy,Young Adult,Fiction",635,3.92,Inkspell,2005
Claudia Gray,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance",327,3.64,Evernight,2008
Scarlett Thomas,"Fiction,Fantasy,Science Fiction,Mystery",502,3.79,The End of Mr. Y,2008
Jhumpa Lahiri,"Fiction,Cultural,India,Historical,Historical Fiction,Literary Fiction",340,3.85,The Lowland,2013
Blake Crouch,"Science Fiction,Fiction,Thriller,Mystery",342,4.1,Dark Matter,2016
Cornelia Funke,"Fantasy,Young Adult,Fiction",699,3.95,Inkdeath,2007
Nicola Barker,"Fiction,Fantasy,Literature,Contemporary",838,3.63,Darkmans,2007
Derek Landy,"Fantasy,Young Adult,Mystery,Fiction,Fantasy,Urban Fantasy,Fantasy,Magic",392,4.15,Skulduggery Pleasant,2007
Naomi Klein,"Nonfiction,Politics,Economics,History,Sociology",558,4.23,The Shock Doctrine: The Rise of Disaster Capitalism,2007
David Mazzucchelli,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fiction,Graphic Novels Comics",344,4.19,Asterios Polyp,2009
Barbara Demick,"Nonfiction,History,Politics,Cultural,Asia",316,4.43,Nothing to Envy: Ordinary Lives in North Korea,2009
Scott McElhaney,"Science Fiction,Christian Fiction,Business,Amazon",243,3.92,Beyond the Event Horizon,2012
Kendare Blake,"Young Adult,Horror,Fantasy,Paranormal,Fantasy,Paranormal,Ghosts,Romance",316,3.94,Anna Dressed in Blood,2011
R.D. Ronald,"Thriller,Fiction,Mystery,Drama,Mystery,Crime,Suspense,Novels,Dark,Contemporary,Adult Fiction",252,3.99,The Elephant Tree,2010
Becca Fitzpatrick,"Young Adult,Fantasy,Paranormal,Angels,Fantasy,Paranormal,Romance",448,4.13,Silence,2011
Nelson DeMille,"Fiction,Thriller,Mystery,Suspense,Drama",692,4.09,Night Fall,2005
Michael Connelly,"Mystery,Fiction,Thriller,Mystery,Crime,Suspense",404,4.16,The Lincoln Lawyer,2005
Scott McElhaney,"Science Fiction,Business,Amazon",156,3.68,Ghosts of Ophidian,2013
Anthony Marra,"Fiction,Historical,Historical Fiction,War,Cultural,Russia,Literary Fiction,Historical",416,4.13,A Constellation of Vital Phenomena,2014
Suzanne Collins,"Young Adult,Fiction,Fantasy,Science Fiction,Dystopia",1155,4.48,The Hunger Games Trilogy Boxset,2010
Scott McElhaney,"Business,Amazon",189,3.75,Dominion,2013
Richard Flanagan,"Fiction,Historical,Historical Fiction,War,Cultural,Australia",467,4.02,The Narrow Road to the Deep North,2013
Joe Hill,"Horror,Fiction,Thriller,Fantasy,Paranormal,Fantasy",376,3.83,Heart-Shaped Box,2007
Julie Rollins,"Christian,Christian Fiction,Christian Fiction,Christian Fantasy",301,4.24,When Dreams Die,2009
Harper Lee,"Fiction,Historical,Historical Fiction,Classics",278,3.31,Go Set a Watchman,2015
Dan Simmons,"Science Fiction,Fantasy,Fiction",752,4.03,Ilium,2005
Scott McElhaney,,94,4.35,The Gateway,2015
Scott McElhaney,Science Fiction,77,4.48,Valhalla,2015
Alexei Maxim Russell,"Mystery,Mystery,Crime,Short Stories",336,4.75,Trueman Bradley - The Next Great Detective,2015
Maggie Stiefvater,"Fantasy,Young Adult,Fantasy,Paranormal,Romance",409,4.06,The Raven Boys,2012
Tracey Garvis Graves,"Romance,Contemporary,Romance,Contemporary Romance,Fiction,Womens Fiction,Chick Lit,New Adult",346,4.12,On the Island,2012
